Year,Brand,Model,Mileage_k,Mileage,Rating,Review Count,Price
2023,Mercedes-Benz,GLC 300 ,5,156,4.7,"2,891","$49,997 "
2023,Mercedes-Benz,EQB 250 ,4,855,4.6,"1,171","$44,998 "
2023,Mercedes-Benz,EQS 450  4MATIC,10,495,4,12,"$90,000 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,4,885,4.7,"2,891","$49,988 "
2023,Mercedes-Benz,GLS 450 4MATIC,21,574,4,9,"$81,494 "
2022,Mercedes-Benz,GLC 300  4MATIC,16,411,4,236,"$41,988 "
2023,Mercedes-Benz,E-Class E 350,4,501,4.9,"2,166","$56,001 "
2023,Mercedes-Benz,EQB 250 ,1,774,4.8,"1,291","$45,900 "
2016,Mercedes-Benz,AMG GT AMG GT S,33,425,5,98,"$77,898 "
2023,Mercedes-Benz,GLA 250 ,13,87,4.8,899,"$37,983 "
2020,Mercedes-Benz,S-Class S 560 4MATIC,22,738,4.6,348,"$65,466 "
2021,Mercedes-Benz,AMG GLS 63  4MATIC,11,937,4.4,"1,838","$97,888 "
2023,Mercedes-Benz,GLB 250 ,17,569,4.9,"1,411","$47,950 "
2020,Mercedes-Benz,GLB 250  4MATIC,19,950,4,2,"$38,746 "
2016,Mercedes-Benz,GLC-Class GLC 300,80,87,4.5,819,"$19,498 "
2023,Mercedes-Benz,EQE 350+ ,3,604,5,"1,502","$72,992 "
2023,Mercedes-Benz,GLC 300 4MATIC Coupe,15,6,4.7,29,"$55,650 "
2024,Mercedes-Benz,C-Class C 300,4,21,4.6,348,"$52,990 "
2023,Mercedes-Benz,EQS 450  4MATIC,1,844,4,"3,563","$99,495 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,964,3.2,98,"$39,495 "
2023,Mercedes-Benz,CLA 250  4MATIC,9,80,4,147,"$38,900 "
2018,Mercedes-Benz,GLS 550,63,281,4.9,268,"$41,874 "
2023,Mercedes-Benz,EQE 350 350+ Sedan,7,747,4,526,"$64,777 "
2023,Mercedes-Benz,EQB 250 ,7,881,4.5,344,"$39,975 "
2023,Mercedes-Benz,EQE 350  4MATIC,5,34,4.7,316,"$68,910 "
2023,Mercedes-Benz,GLC 300 ,8,362,4.6,"1,915","$50,777 "
2018,Mercedes-Benz,GLC 350e  4MATIC,73,750,4.5,"2,057","$22,992 "
2023,Mercedes-Benz,E-Class E 350,6,173,4.9,"2,166","$58,441 "
2022,Mercedes-Benz,AMG EQS ,4,727,4.3,"1,491","$84,614 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,9,743,4.9,65,"$44,810 "
2023,Mercedes-Benz,C-Class C 300,8,942,4.5,344,"$45,988 "
2023,Mercedes-Benz,EQB 250 ,5,889,4.7,"1,372","$43,900 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,29,110,4.6,"1,915","$37,978 "
2022,Mercedes-Benz,AMG GLA 35 ,6,409,3.6,"1,405","$43,991 "
2023,Mercedes-Benz,GLE 350  4MATIC,12,481,4.9,"2,501","$62,706 "
2021,Mercedes-Benz,C-Class C 300,33,72,4.8,"2,002","$29,933 "
2023,Mercedes-Benz,E-Class E 63 AMG 4MATIC,1,99,3.9,"1,800","$164,900 "
2019,Mercedes-Benz,AMG GLC 43  4MATIC,58,162,4,12,"$32,000 "
2023,Mercedes-Benz,AMG GLB 35 ,9,999,4.4,"1,231","$55,984 "
2023,Mercedes-Benz,EQE 500 4MATIC+,9,885,4,526,"$77,400 "
2023,Mercedes-Benz,EQB 350  4MATIC,3,500,4.7,"2,308","$55,777 "
2023,Mercedes-Benz,AMG SL 63 ,2,157,4.7,662,"$159,565 "
2019,Mercedes-Benz,SL 450 ,50,518,4.7,557,"$52,751 "
2023,Mercedes-Benz,GLA 250  4MATIC,4,131,4,12,"$42,000 "
2023,Mercedes-Benz,GLA 250 ,9,693,4,234,"$37,994 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,27,317,4.6,827,"$33,967 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,497,3.9,"1,800","$43,900 "
2023,Mercedes-Benz,AMG CLA 35  4MATIC,15,9,4.7,"2,931","$46,789 "
2023,Mercedes-Benz,GLC 300  4MATIC,8,25,4,12,"$55,184 "
2023,Mercedes-Benz,EQB 250,2,621,4,50,"$53,899 "
2020,Mercedes-Benz,GLS 450  4MATIC,42,980,4.4,"2,986","$49,990 "
2020,Mercedes-Benz,GLE 350  4MATIC,58,175,3.9,"1,800","$36,900 "
2021,Mercedes-Benz,C-Class C 300,35,276,4,64,"$30,752 "
2022,Mercedes-Benz,S-Class S 580 4MATIC,28,960,4.6,827,"$95,879 "
2020,Mercedes-Benz,GLC 300  4MATIC,28,137,4.5,450,"$33,695 "
2023,Mercedes-Benz,EQB 300  4MATIC,3,95,4.7,"2,308","$49,777 "
2021,Mercedes-Benz,GLE 350  4MATIC,31,593,4.9,"2,501","$45,968 "
2022,Mercedes-Benz,GLE 350 ,34,539,4,0,"$53,489 "
2023,Mercedes-Benz,GLB 250  4MATIC,2,900,3.9,"1,800","$45,900 "
2023,Mercedes-Benz,E-Class E 350,4,928,4.9,848,"$55,651 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,4,850,4.9,274,"$54,495 "
2020,Mercedes-Benz,S-Class S 560,48,750,4,150,"$55,803 "
2021,Mercedes-Benz,C-Class C 300,18,164,4.6,827,"$32,989 "
2020,Mercedes-Benz,GLB 250  4MATIC,40,746,4.9,"2,054","$29,816 "
2020,Mercedes-Benz,AMG GLC 43  4MATIC,71,722,4.6,122,"$41,998 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,2,662,4.4,295,"$58,199 "
2019,Mercedes-Benz,GLS 450  4MATIC,36,725,4,377,"$40,995 "
2023,Mercedes-Benz,EQS 450+ ,3,750,4.5,344,"$90,988 "
2021,Mercedes-Benz,AMG GLS 63  4MATIC,20,719,4.6,"1,089","$96,838 "
2021,Mercedes-Benz,E-Class E 350,25,952,4.6,"1,018","$41,488 "
2023,Mercedes-Benz,GLE 350,9,306,4.2,7,"$62,981 "
2020,Mercedes-Benz,C-Class 4MATIC,25,68,4.7,110,"$30,999 "
2024,Mercedes-Benz,GLS 450 4MATIC,4,162,4.9,"4,585","$90,000 "
2023,Mercedes-Benz,GLB 250  4MATIC,2,283,4.2,862,"$42,777 "
2020,Mercedes-Benz,GLS 450  4MATIC,88,269,4.8,894,"$44,162 "
2023,Mercedes-Benz,GLB 250 ,6,675,4.7,192,"$46,401 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,2,405,4.6,696,"$55,117 "
2020,Mercedes-Benz,GLS 450  4MATIC,44,755,4,2,"$59,000 "
2023,Mercedes-Benz,GLB 250  4MATIC,8,32,4.9,"4,585","$42,300 "
2020,Mercedes-Benz,GLA 250  4MATIC,25,880,3.2,157,"$28,481 "
2023,Mercedes-Benz,S-Class S 500 4MATIC,7,464,4.5,344,"$101,888 "
2019,Mercedes-Benz,CLS 450 ,34,539,4,526,"$43,895 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,108,3.9,"1,800","$46,900 "
2023,Mercedes-Benz,CLA 250  4MATIC,7,325,3.2,157,"$46,411 "
2021,Mercedes-Benz,GLC 300 ,23,533,4,418,"$36,633 "
2021,Mercedes-Benz,AMG GLE 63 S-Model 4MATIC,49,497,4.8,823,"$76,900 "
2023,Mercedes-Benz,AMG GLB 35 ,6,715,4.7,"1,424","$56,777 "
2023,Mercedes-Benz,AMG G 63 4MATIC,2,971,4.7,662,"$219,805 "
2021,Mercedes-Benz,CLA 250  4MATIC,26,166,4.9,"2,501","$32,337 "
2023,Mercedes-Benz,CLA 250 ,2,296,4.2,568,"$42,989 "
2023,Mercedes-Benz,EQS 450+ 450,15,246,4.5,"1,334","$66,888 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,3,8,4.6,696,"$55,101 "
2023,Mercedes-Benz,EQS 450  4MATIC,7,483,4.9,"2,783","$110,084 "
2021,Mercedes-Benz,GLA 250  4MATIC,45,637,4.6,"3,258","$30,653 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,6,118,4.9,274,"$47,495 "
2021,Mercedes-Benz,CLA 250 ,33,160,4.9,"2,501","$30,775 "
2023,Mercedes-Benz,CLA 250,1,317,4,50,"$46,999 "
2023,Mercedes-Benz,EQS 580  4MATIC,9,707,4,236,"$109,990 "
2023,Mercedes-Benz,C-Class C 300,6,844,4.5,344,"$44,788 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,4,238,4,12,"$66,205 "
2020,Mercedes-Benz,CLA 250 ,37,76,3.8,146,"$28,395 "
2016,Mercedes-Benz,GLA-Class GLA 250 4MATIC,94,804,4.9,"2,350","$16,998 "
2022,Mercedes-Benz,GLB 250  4MATIC,12,439,4.6,696,"$40,670 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,35,902,4.8,184,"$27,904 "
2020,Mercedes-Benz,GLE 450 ,56,407,4.6,827,"$44,963 "
2024,Mercedes-Benz,GLC 300  4MATIC,4,873,4.7,192,"$55,904 "
2022,Mercedes-Benz,GLE 350  4MATIC,17,600,4.5,"2,465","$50,988 "
2020,Mercedes-Benz,GLS 580  4MATIC,70,749,4.7,"1,372","$54,900 "
2024,Mercedes-Benz,GLE 450 4MATIC,3,426,4.2,821,"$67,800 "
2023,Mercedes-Benz,C-Class C 300,3,809,4.5,344,"$47,888 "
2023,Mercedes-Benz,GLE 350 ,22,339,4.7,"2,931","$55,936 "
2023,Mercedes-Benz,AMG G 63 4MATIC,5,577,4.9,"1,411","$221,994 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,37,437,4.8,"1,539","$30,423 "
2022,Mercedes-Benz,C-Class,15,578,4.2,7,"$43,981 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,861,4.9,274,"$42,495 "
2023,Mercedes-Benz,EQE 350  4MATIC,2,152,4.6,348,"$69,999 "
2023,Mercedes-Benz,GLB 250 ,9,152,4.3,419,"$44,997 "
2024,Mercedes-Benz,AMG G 63 4MATIC,0,114,4.7,662,"$229,654 "
2023,Mercedes-Benz,C-Class Sedan,10,120,4.8,902,"$42,787 "
2021,Mercedes-Benz,GLE 350 ,31,943,4.8,969,"$46,987 "
2022,Mercedes-Benz,GLC 300  4MATIC,16,61,4.3,83,"$39,490 "
2021,Mercedes-Benz,GLC 300  4MATIC,44,92,4,1,"$33,600 "
2023,Mercedes-Benz,GLB 250 ,5,368,4.7,192,"$47,605 "
2022,Mercedes-Benz,A-Class A 220,14,859,4,"3,563","$28,725 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,1,449,4.8,186,"$44,990 "
2021,Mercedes-Benz,GLC 300  4MATIC,39,345,4.7,"2,308","$28,995 "
2020,Mercedes-Benz,GLC 300  4MATIC,27,775,4.7,"2,308","$33,395 "
2020,Mercedes-Benz,GLE 350  4MATIC,41,721,4.6,"5,510","$40,952 "
2021,Mercedes-Benz,E-Class E 450 4MATIC,25,609,4.8,752,"$48,988 "
2020,Mercedes-Benz,AMG GLC 43  4MATIC,31,217,4,543,"$43,991 "
2020,Mercedes-Benz,GLA 250  4MATIC,31,191,4,0,"$25,999 "
2023,Mercedes-Benz,EQE 500 4MATIC+,8,284,4,526,"$84,800 "
2023,Mercedes-Benz,EQB 300  4MATIC,5,755,4.5,344,"$52,888 "
2023,Mercedes-Benz,EQB 300  4MATIC,10,632,4.3,419,"$41,997 "
2020,Mercedes-Benz,Sprinter 2500 Standard Roof,5,819,4.7,662,"$56,156 "
2021,Mercedes-Benz,E-Class,20,947,4.5,401,"$46,685 "
2020,Mercedes-Benz,GLS 450  4MATIC,45,89,3.9,"1,800","$50,900 "
2019,Mercedes-Benz,CLS 450  4MATIC,21,20,4.5,991,"$46,206 "
2024,Mercedes-Benz,GLE 350  4MATIC,7,860,4.2,568,"$69,989 "
2023,Mercedes-Benz,Maybach GLS 600 4MATIC,11,347,4.8,"1,291","$154,200 "
2023,Mercedes-Benz,GLB 250,3,410,4.9,911,"$38,954 "
2023,Mercedes-Benz,EQS 450+ 450,6,795,4.5,"1,334","$67,399 "
2021,Mercedes-Benz,GLC 300 ,29,598,4.8,"2,468","$34,984 "
2024,Mercedes-Benz,CLA 250  4MATIC,1,866,4.6,696,"$50,257 "
2022,Mercedes-Benz,E-Class E 350,12,143,4,64,"$47,346 "
2020,Mercedes-Benz,GLS 450  4MATIC,37,282,4.9,"2,118","$56,900 "
2023,Mercedes-Benz,EQB 250 ,4,705,4.9,"2,166","$55,444 "
2021,Mercedes-Benz,AMG GT 43 ,24,686,3,33,"$73,870 "
2024,Mercedes-Benz,GLE 450 Plug-In Hybrid  4MATIC,4,354,3.9,"1,800","$78,900 "
2023,Mercedes-Benz,GLB 250  4MATIC,2,885,4.4,"2,963","$42,888 "
2021,Mercedes-Benz,GLE 580 AWD 4MATIC,41,695,4,6,"$57,980 "
2023,Mercedes-Benz,E-Class E 350,7,337,4.9,"2,166","$58,883 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,950,4.6,"1,171","$38,350 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,24,221,3.9,"1,800","$42,900 "
2019,Mercedes-Benz,GLS 450  4MATIC,59,951,4.8,894,"$35,918 "
2023,Mercedes-Benz,E-Class E 450,8,574,4.3,"1,491","$65,712 "
2021,Mercedes-Benz,S-Class S 580 4MATIC,19,684,4.8,"5,398","$81,891 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,14,690,4.8,"4,576","$43,888 "
2023,Mercedes-Benz,EQE 350+ ,9,55,4.6,"1,915","$73,777 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,3,399,4,1000,"$49,995 "
2023,Mercedes-Benz,EQS 450+ ,9,551,4.8,"2,002","$78,933 "
2023,Mercedes-Benz,GLB 250 ,9,966,4.7,192,"$45,305 "
2023,Mercedes-Benz,GLB 250  4MATIC,7,479,4.8,"1,291","$41,500 "
2023,Mercedes-Benz,GLC 300  4MATIC,6,847,4.6,716,"$48,474 "
2018,Mercedes-Benz,AMG GLE 43  4MATIC,74,871,4.9,"2,166","$31,991 "
2019,Mercedes-Benz,A-Class A 220 4MATIC,50,80,4.8,184,"$24,400 "
2022,Mercedes-Benz,AMG GLC 43  4MATIC,14,102,4,2,"$54,900 "
2023,Mercedes-Benz,EQS 450+ ,6,106,4.5,608,"$78,499 "
2024,Mercedes-Benz,S-Class S 580 4MATIC,6,802,4.7,"1,239","$129,999 "
2022,Mercedes-Benz,C-Class C 300 4MATIC,32,761,4,9,"$37,494 "
2023,Mercedes-Benz,E-Class E 350,2,873,4.9,"1,405","$53,658 "
2021,Mercedes-Benz,CLS 450  4MATIC,14,655,4,147,"$55,800 "
2022,Mercedes-Benz,CLA 250  4MATIC,10,489,4,69,"$34,537 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,5,879,4.4,925,"$57,441 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,205,4.4,79,"$45,988 "
2023,Mercedes-Benz,GLB 250 ,14,45,5,"2,881","$43,498 "
2023,Mercedes-Benz,AMG GLE 63 S,4,713,4.7,"1,239","$112,999 "
2023,Mercedes-Benz,C-Class 4MATIC Coupe,6,135,4.8,527,"$44,000 "
2024,Mercedes-Benz,GLC 300  4MATIC,3,272,4.8,527,"$52,000 "
2017,Mercedes-Benz,GLS 450  4MATIC,89,782,4.8,"5,398","$25,894 "
2020,Mercedes-Benz,GLB 250  4MATIC,48,699,4.9,274,"$26,995 "
2023,Mercedes-Benz,GLB 250 ,3,540,4.7,192,"$47,203 "
2023,Mercedes-Benz,EQS 450,6,255,4.8,"1,758","$83,982 "
2023,Mercedes-Benz,GLA 250  4MATIC,5,720,4.4,"1,870","$42,681 "
2020,Mercedes-Benz,E-Class E 350,39,275,4,64,"$34,726 "
2019,Mercedes-Benz,AMG CLS 53 S-Model 4MATIC,52,846,4.5,97,"$49,491 "
2023,Mercedes-Benz,EQB 250 ,2,70,4.9,"2,166","$46,444 "
2016,Mercedes-Benz,AMG GLE AMG GLE 63 S Coupe 4MATIC,72,710,3.5,474,"$45,677 "
2023,Mercedes-Benz,Sprinter 2500 M2CV4G,0,103,4,1,"$49,000 "
2020,Mercedes-Benz,GLB 250  4MATIC,74,318,4.5,991,"$26,497 "
2021,Mercedes-Benz,AMG GLA 35 4MATIC,13,834,4.5,"1,334","$38,599 "
2023,Mercedes-Benz,GLB 250  4MATIC,9,92,4.5,991,"$42,574 "
2024,Mercedes-Benz,C-Class C 300,2,477,4,526,"$58,999 "
2020,Mercedes-Benz,GLA 250  4MATIC,25,819,4.6,"1,847","$27,500 "
2023,Mercedes-Benz,GLB 250 ,5,44,4.7,192,"$47,305 "
2023,Mercedes-Benz,CLA 250  4MATIC,8,901,4,0,"$40,999 "
2023,Mercedes-Benz,C-Class C 300,5,3,4.9,"2,166","$47,882 "
2020,Mercedes-Benz,GLC 300  4MATIC,32,322,4.6,"1,171","$30,998 "
2023,Mercedes-Benz,GLB 250 ,8,86,4.7,192,"$47,308 "
2022,Mercedes-Benz,GLE 350  4MATIC,37,100,4.5,919,"$48,306 "
2020,Mercedes-Benz,AMG GT 53,29,129,2.7,59,"$69,800 "
2022,Mercedes-Benz,GLA 250  4MATIC,30,883,4.3,112,"$32,140 "
2023,Mercedes-Benz,EQE 350  4MATIC+,9,642,3.6,59,"$57,899 "
2021,Mercedes-Benz,GLB 250  4MATIC,22,386,4.6,"5,510","$35,922 "
2023,Mercedes-Benz,GLB 250 ,9,105,4.7,192,"$47,509 "
2021,Mercedes-Benz,A-Class A 220,21,902,5,"1,502","$30,991 "
2022,Mercedes-Benz,GLS 450 4MATIC,18,577,4.8,"4,576","$71,888 "
2023,Mercedes-Benz,GLB 250  4MATIC,2,625,4.6,122,"$45,998 "
2019,Mercedes-Benz,GLS 450  4MATIC,60,634,4.3,"1,491","$34,377 "
2023,Mercedes-Benz,E-Class 4MATIC,2,977,4.7,192,"$64,502 "
2024,Mercedes-Benz,AMG GLE 63 S,1,587,4,79,"$125,880 "
2023,Mercedes-Benz,AMG GLC 43  4MATIC,5,157,4,1000,"$68,500 "
2022,Mercedes-Benz,GLE 450 4MATIC,56,236,4.5,344,"$54,811 "
2019,Mercedes-Benz,AMG E 53  4MATIC,27,411,4,0,"$44,499 "
2024,Mercedes-Benz,GLC 300  4MATIC,5,702,4.1,522,"$52,660 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,3,505,4.6,"1,246","$50,977 "
2021,Mercedes-Benz,A-Class A 220 4MATIC,35,781,4.2,821,"$28,795 "
2021,Mercedes-Benz,E-Class E 350,45,67,4.9,848,"$39,154 "
2023,Mercedes-Benz,AMG GLS 63 ,11,600,4.6,"1,847","$139,250 "
2021,Mercedes-Benz,GLE 350  4MATIC,53,616,4.5,501,"$39,491 "
2023,Mercedes-Benz,CLA 250 ,9,983,4.5,"2,465","$36,988 "
2023,Mercedes-Benz,E-Class E 450,4,818,4.3,"1,491","$83,824 "
2023,Mercedes-Benz,GLB 250 ,2,990,4,689,"$42,991 "
2022,Mercedes-Benz,GLE 350 ,25,583,4.6,76,"$48,994 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,594,4.4,297,"$42,487 "
2016,Mercedes-Benz,S-Class S 550 4MATIC,71,732,4.5,991,"$33,877 "
2020,Mercedes-Benz,A-Class A 220 4MATIC,20,805,4.5,344,"$28,475 "
2022,Mercedes-Benz,GLC 300  4MATIC,10,778,4.6,716,"$41,940 "
2023,Mercedes-Benz,C-Class C 300,7,485,4.7,611,"$47,893 "
2023,Mercedes-Benz,GLC 300  4MATIC,8,256,4.9,"4,585","$49,700 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,5,727,4.4,295,"$55,835 "
2021,Mercedes-Benz,GLC 300 ,22,540,4.7,"2,891","$38,000 "
2020,Mercedes-Benz,GLB 250 ,25,632,4,"3,563","$29,625 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,39,241,4.7,557,"$33,937 "
2022,Mercedes-Benz,EQB 350  4MATIC,7,719,4,599,"$38,444 "
2023,Mercedes-Benz,E-Class E 450,11,270,4.3,"1,491","$62,756 "
2021,Mercedes-Benz,GLA 250  4MATIC,27,613,4.3,443,"$29,250 "
2020,Mercedes-Benz,GLC 300,49,400,4,5,"$32,997 "
2021,Mercedes-Benz,GLS 580  4MATIC,38,351,4.8,"5,398","$67,890 "
2021,Mercedes-Benz,E-Class 4MATIC,17,120,4,526,"$51,000 "
2023,Mercedes-Benz,EQB 250 ,2,475,4.9,"2,783","$53,484 "
2021,Mercedes-Benz,GLC 300  4MATIC,34,708,4.6,716,"$35,598 "
2023,Mercedes-Benz,AMG CLA 35 4MATIC,9,665,4,97,"$53,148 "
2017,Mercedes-Benz,AMG G 63 ,88,180,4.5,819,"$68,998 "
2022,Mercedes-Benz,S-Class S 500 4MATIC,6,819,4.7,"1,424","$94,777 "
2023,Mercedes-Benz,EQE 350+ ,5,447,4.7,"1,371","$72,390 "
2021,Mercedes-Benz,GLB 250 ,39,501,4.8,"2,468","$30,583 "
2021,Mercedes-Benz,GLC 300 4MATIC Coupe,25,914,4.7,285,"$45,994 "
2023,Mercedes-Benz,E-Class E 450,9,116,4.3,"1,491","$73,345 "
2023,Mercedes-Benz,GLA 250 ,9,366,4.4,311,"$38,552 "
2021,Mercedes-Benz,AMG GLS 63  4MATIC,23,339,4,507,"$90,000 "
2022,Mercedes-Benz,Maybach S 580 4MATIC,20,420,3.4,479,"$154,900 "
2020,Mercedes-Benz,GLE 350  4MATIC,32,238,4.4,"2,986","$44,990 "
2023,Mercedes-Benz,AMG GLA 45 ,8,126,4.6,483,"$54,317 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,245,4.6,696,"$45,888 "
2023,Mercedes-Benz,CLA 250 ,8,523,4.4,311,"$39,521 "
2023,Mercedes-Benz,EQE 350  4MATIC,2,384,4.7,"1,014","$76,992 "
2022,Mercedes-Benz,S-Class,19,607,4.4,79,"$90,988 "
2021,Mercedes-Benz,AMG GLS 63  4MATIC,23,58,4.4,"1,838","$92,896 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,4,138,3.9,"1,800","$57,900 "
2020,Mercedes-Benz,GLE 350  4MATIC,58,416,4.7,132,"$37,823 "
2023,Mercedes-Benz,EQE 500  4MATIC,4,167,4,"3,563","$77,465 "
2023,Mercedes-Benz,GLS 450 4MATIC,11,562,4.7,911,"$83,777 "
2019,Mercedes-Benz,AMG C 43  4MATIC,24,368,4.8,"5,398","$39,894 "
2022,Mercedes-Benz,C-Class 4MATIC Sedan,19,101,4.8,527,"$39,500 "
2023,Mercedes-Benz,E-Class E 450 4MATIC,0,817,4.2,568,"$67,989 "
2021,Mercedes-Benz,C-Class C 300,15,150,4.8,558,"$43,992 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,39,199,4.6,"1,915","$36,885 "
2023,Mercedes-Benz,CLA 250 ,9,298,4,418,"$42,300 "
2023,Mercedes-Benz,GLB 250 ,3,326,4,1000,"$37,899 "
2023,Mercedes-Benz,GLA 250 ,9,30,4.8,"1,735","$45,645 "
2023,Mercedes-Benz,EQS 450+ ,3,668,4.8,"1,735","$77,482 "
2020,Mercedes-Benz,GLE 350 ,33,42,4.9,"1,411","$46,991 "
2021,Mercedes-Benz,E-Class 4MATIC,50,358,5,"4,823","$38,098 "
2023,Mercedes-Benz,GLA 250  4MATIC,2,354,4,0,"$39,659 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,35,312,4.9,"1,517","$44,851 "
2020,Mercedes-Benz,GLB 250  4MATIC,28,891,4.9,"2,783","$32,589 "
2023,Mercedes-Benz,GLC 300  4MATIC,11,269,4,15,"$52,075 "
2021,Mercedes-Benz,A-Class A 220 4MATIC,41,887,4.9,"2,516","$28,995 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,6,183,4.6,716,"$46,328 "
2023,Mercedes-Benz,GLB 250,10,96,4.9,911,"$39,494 "
2022,Mercedes-Benz,E-Class 4MATIC,16,201,4.5,"1,102","$45,935 "
2023,Mercedes-Benz,GLC 300  4MATIC,8,898,4.6,716,"$52,713 "
2021,Mercedes-Benz,GLB 250,18,650,4,1000,"$34,445 "
2023,Mercedes-Benz,EQS 450+ ,21,632,4.8,"2,002","$60,833 "
2023,Mercedes-Benz,CLA 250  4MATIC,3,661,3.9,"1,800","$44,900 "
2021,Mercedes-Benz,AMG GLA 45 ,40,516,4.3,"1,491","$40,007 "
2023,Mercedes-Benz,E-Class E 450,1,607,4.3,"1,491","$68,113 "
2021,Mercedes-Benz,GLE 350 ,28,628,4.9,"4,322","$46,688 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,3,885,3.9,"1,800","$63,910 "
2022,Mercedes-Benz,AMG SL 63 ,4,663,4.7,"1,424","$139,977 "
2023,Mercedes-Benz,GLB 250  4MATIC,6,228,4.9,274,"$39,995 "
2023,Mercedes-Benz,GLS 450 4MATIC,11,776,4.6,"1,899","$81,593 "
2020,Mercedes-Benz,GLS 450  4MATIC,42,552,4.5,615,"$50,881 "
2023,Mercedes-Benz,EQE 350  4MATIC,8,659,4.6,981,"$58,796 "
2022,Mercedes-Benz,CLA 250  4MATIC,7,629,4.6,304,"$36,000 "
2022,Mercedes-Benz,GLB 250  4MATIC,19,605,4.9,"1,411","$35,595 "
2020,Mercedes-Benz,AMG GLC 43  4MATIC,39,144,4.8,173,"$41,733 "
2022,Mercedes-Benz,G-Class,6,362,4.9,"1,797","$159,979 "
2023,Mercedes-Benz,GLB 250  4MATIC,7,223,4.4,"1,870","$45,281 "
2021,Mercedes-Benz,C-Class 4MATIC Sedan,19,926,4.7,29,"$35,650 "
2023,Mercedes-Benz,GLB 250  4MATIC,3,497,3.9,"1,800","$45,900 "
2022,Mercedes-Benz,GLC 300  4MATIC,10,525,4,236,"$43,988 "
2024,Mercedes-Benz,GLE 350  4MATIC,3,999,4.8,527,"$63,000 "
2021,Mercedes-Benz,AMG A 35 ,30,835,4.7,"2,308","$37,995 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,3,400,3.9,"1,800","$70,490 "
2023,Mercedes-Benz,GLB 250 ,5,801,4.7,"1,372","$39,900 "
2020,Mercedes-Benz,GLE 450 ,38,982,4.6,417,"$42,735 "
2021,Mercedes-Benz,AMG E 53  4MATIC,25,518,4.6,696,"$59,546 "
2023,Mercedes-Benz,GLB 250  4MATIC,7,234,4,37,"$44,000 "
2021,Mercedes-Benz,GLE 350  4MATIC,53,31,4.5,843,"$39,592 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,3,330,4.7,"1,239","$54,999 "
2021,Mercedes-Benz,GLA 250  4MATIC,34,549,4.7,192,"$30,934 "
2022,Mercedes-Benz,GLC 300 ,15,110,4.9,"1,411","$38,995 "
2023,Mercedes-Benz,GLB 250  4MATIC,9,955,4,236,"$50,284 "
2024,Mercedes-Benz,GLB 250 ,2,6,4.7,"1,372","$40,775 "
2022,Mercedes-Benz,GLS 450 4MATIC,30,765,4,0,"$71,989 "
2023,Mercedes-Benz,GLB 250 ,2,773,4.7,192,"$47,502 "
2021,Mercedes-Benz,AMG E 53  4MATIC,52,740,4,"3,563","$53,510 "
2019,Mercedes-Benz,E-Class,36,200,4,130,"$37,974 "
2023,Mercedes-Benz,AMG GLA 45 AMG GLA 45,10,590,4,79,"$54,480 "
2023,Mercedes-Benz,GLA 250 ,5,869,5,"5,929","$40,998 "
2020,Mercedes-Benz,E-Class E 350 4MATIC,30,450,4.6,"1,276","$37,500 "
2021,Mercedes-Benz,GLE 350  4MATIC,33,47,4.7,285,"$47,791 "
2021,Mercedes-Benz,GLB 250 ,21,359,4.9,"1,411","$33,295 "
2021,Mercedes-Benz,GLE 350  4MATIC,18,553,4.8,"4,576","$50,639 "
2023,Mercedes-Benz,EQS 580 4MATIC,8,150,4,526,"$112,998 "
