Year,Brand,Model,Mileage_k,Mileage,Rating,Review Count,Price
2021,Mercedes-Benz,GLC 300 ,47,21,4.8,899,"$33,493 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,28,538,4.6,"5,510","$33,989 "
2021,Mercedes-Benz,E-Class E 350,26,590,4.7,"2,931","$39,562 "
2024,Mercedes-Benz,GLC 300 4MATIC Coupe,4,526,4.6,696,"$65,973 "
2024,Mercedes-Benz,AMG GLE 53 ,8,760,4.9,"2,501","$90,972 "
2021,Mercedes-Benz,AMG C 43  4MATIC,13,2,4.7,"1,239","$58,999 "
2023,Mercedes-Benz,E-Class E 350,9,58,4.7,"2,931","$52,777 "
2023,Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,3,309,4.7,192,"$58,903 "
2021,Mercedes-Benz,GLB 250 ,32,977,4,1000,"$35,248 "
2024,Mercedes-Benz,GLC 300  4MATIC,4,489,4.5,843,"$57,555 "
2023,Mercedes-Benz,GLB 250 ,1,708,4.6,827,"$44,876 "
2024,Mercedes-Benz,GLE 350  4MATIC,2,881,4,1000,"$63,500 "
2023,Mercedes-Benz,GLA 250  4MATIC,5,458,2.7,59,"$41,400 "
2024,Mercedes-Benz,GLC 300  4MATIC,4,566,4,236,"$55,490 "
2017,Mercedes-Benz,E-Class E 300 Luxury,100,880,4.7,"2,931","$20,991 "
2023,Mercedes-Benz,EQE 350+ 350+ Sedan,3,640,4.5,"1,334","$53,777 "
2018,Mercedes-Benz,GLE 350  4MATIC,111,752,4.3,"1,491","$20,647 "
2020,Mercedes-Benz,GLC 300  4MATIC,43,517,4.4,"1,038","$32,928 "
2020,Mercedes-Benz,E-Class E 350,41,902,4.4,"1,231","$32,282 "
2024,Mercedes-Benz,AMG GLE 53 ,11,653,4.6,266,"$90,971 "
2021,Mercedes-Benz,GLA 250 ,26,314,4.7,316,"$30,840 "
2020,Mercedes-Benz,GLE 350 ,61,467,4.8,329,"$38,880 "
2022,Mercedes-Benz,GLE 350 ,31,732,4.8,"5,398","$47,894 "
2021,Mercedes-Benz,GLA 250  4MATIC,17,89,4.7,911,"$31,195 "
2023,Mercedes-Benz,CLA 250  4MATIC,9,389,4.8,"1,291","$39,997 "
2024,Mercedes-Benz,GLE 350  4MATIC,9,446,4,67,"$69,986 "
2023,Mercedes-Benz,E-Class E 350,5,15,4.6,"1,089","$56,895 "
2023,Mercedes-Benz,C-Class,16,806,4,50,"$46,273 "
2020,Mercedes-Benz,GLS 580  4MATIC,20,447,4.7,733,"$71,995 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,4,625,4.7,"2,931","$55,777 "
2023,Mercedes-Benz,GLA 250  4MATIC,10,517,4.6,"1,899","$37,442 "
2021,Mercedes-Benz,GLC 300  4MATIC,30,56,4.8,295,"$35,987 "
2020,Mercedes-Benz,AMG GLC 43  4MATIC,36,802,4.3,"1,491","$41,555 "
2023,Mercedes-Benz,GLE 350 ,9,696,4.8,329,"$60,880 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,295,3.9,"1,800","$42,900 "
2022,Mercedes-Benz,E-Class E 350,11,879,4.6,76,"$45,990 "
2020,Mercedes-Benz,GLA 250 ,32,290,4.3,133,"$27,890 "
2020,Mercedes-Benz,C-Class C 300,38,784,4.6,827,"$30,993 "
2024,Mercedes-Benz,GLE 350  4MATIC,4,0,4.7,"1,014","$70,977 "
2020,Mercedes-Benz,GLA 250 ,24,813,4.6,"1,899","$26,979 "
2020,Mercedes-Benz,E-Class E 450,42,161,4.7,"2,931","$38,562 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,26,797,4.7,"2,931","$40,650 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,630,4.8,"1,291","$38,300 "
2023,Mercedes-Benz,EQE 350+ ,6,484,3.6,"1,405","$67,991 "
2020,Mercedes-Benz,GLE 350  4MATIC,24,735,4,67,"$41,986 "
2023,Mercedes-Benz,GLB 250  4MATIC,8,251,2.9,607,"$44,000 "
2023,Mercedes-Benz,E-Class E 350,6,919,4.6,76,"$53,771 "
2020,Mercedes-Benz,CLA 250  4MATIC,17,159,3.9,"1,800","$32,900 "
2021,Mercedes-Benz,AMG A 35,25,733,4.1,"1,346","$37,989 "
2021,Mercedes-Benz,GLE 350 ,17,179,4.6,"1,899","$49,998 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,5,940,4.5,"1,050","$43,498 "
2021,Mercedes-Benz,GLB 250 ,39,938,4.9,"4,322","$31,488 "
2023,Mercedes-Benz,GLB 250 ,9,83,4,418,"$43,800 "
2023,Mercedes-Benz,E-Class E 450,4,904,4.2,821,"$74,320 "
2024,Mercedes-Benz,CLA 250  4MATIC,3,435,3.9,"1,800","$47,050 "
2021,Mercedes-Benz,C-Class C 300,20,49,4.8,"5,398","$32,892 "
2021,Mercedes-Benz,GLA 250 ,24,444,4.7,"1,003","$27,998 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,6,372,4.9,274,"$42,495 "
2021,Mercedes-Benz,GLE 350,17,649,4.9,848,"$53,505 "
2021,Mercedes-Benz,GLE 350 ,36,542,4.9,848,"$49,184 "
2024,Mercedes-Benz,GLE 350,4,868,4.9,848,"$67,393 "
2022,Mercedes-Benz,GLE 350,24,11,4.9,848,"$54,596 "
2021,Mercedes-Benz,GLS 450 4MATIC,32,568,4.7,"1,424","$61,577 "
2022,Mercedes-Benz,C-Class C 300 4MATIC,31,884,4.6,483,"$36,991 "
2024,Mercedes-Benz,GLE 450 4MATIC,4,950,4,236,"$76,990 "
2023,Mercedes-Benz,CLA 250  4MATIC,11,124,4,236,"$39,661 "
2022,Mercedes-Benz,GLB 250  4MATIC,14,424,4,236,"$40,490 "
2021,Mercedes-Benz,E-Class E 350,11,54,4.6,"1,915","$41,451 "
2020,Mercedes-Benz,E-Class E 450,38,988,4.3,419,"$37,997 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,8,908,4,79,"$44,480 "
2024,Mercedes-Benz,GLE 450 4MATIC,1,83,3.6,376,"$76,994 "
2021,Mercedes-Benz,GLB 250 ,56,635,4.7,244,"$29,795 "
2020,Mercedes-Benz,GLC 300  4MATIC,51,626,4.7,699,"$31,750 "
2021,Mercedes-Benz,AMG G 63 ,27,931,3.7,935,"$178,000 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,7,910,4,79,"$44,580 "
2021,Mercedes-Benz,GLC 300 ,33,478,4.4,"1,515","$32,495 "
2020,Mercedes-Benz,GLE 350  4MATIC,41,584,4.7,"1,594","$41,780 "
2022,Mercedes-Benz,GLB 250  4MATIC,11,779,4.7,"2,931","$38,523 "
2024,Mercedes-Benz,C-Class C 300,0,739,4.7,911,"$52,777 "
2023,Mercedes-Benz,CLA 250  4MATIC,10,163,4,236,"$41,507 "
2023,Mercedes-Benz,GLB 250 ,3,854,4.5,"2,465","$39,988 "
2023,Mercedes-Benz,GLA 250  4MATIC,7,477,4.6,76,"$37,990 "
2023,Mercedes-Benz,GLE 350 ,15,554,4.4,"1,231","$56,954 "
2020,Mercedes-Benz,AMG G 63 ,35,724,4.3,"1,491","$166,230 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,14,999,4.6,76,"$50,992 "
2023,Mercedes-Benz,GLA 250,11,478,4,147,"$36,900 "
2023,Mercedes-Benz,EQE 350  4MATIC,7,232,4.9,911,"$69,801 "
2020,Mercedes-Benz,GLS 450  4MATIC,49,701,4.8,"2,002","$45,495 "
2016,Mercedes-Benz,C-Class C 300,56,113,4.6,981,"$17,998 "
2020,Mercedes-Benz,GLB 250 ,36,588,4.5,"1,102","$29,946 "
2021,Mercedes-Benz,GLB 250 ,18,322,4.8,"2,002","$31,933 "
2020,Mercedes-Benz,GLB 250  4MATIC,24,355,4.8,"2,002","$30,995 "
2020,Mercedes-Benz,S-Class S 450,42,203,4.5,819,"$47,598 "
2019,Mercedes-Benz,A-Class A 220,69,836,4.3,"1,491","$20,754 "
2021,Mercedes-Benz,A-Class A 220,16,413,4.3,"1,491","$32,596 "
2022,Mercedes-Benz,E-Class E 450,9,26,4.6,"1,847","$66,500 "
2022,Mercedes-Benz,S-Class S 580 4MATIC,17,216,4.8,"2,195","$99,998 "
2023,Mercedes-Benz,GLA 250  4MATIC,9,985,4,236,"$41,444 "
2021,Mercedes-Benz,E-Class E 350 Sedan,21,632,3.4,468,"$42,991 "
2023,Mercedes-Benz,GLS 450 4MATIC,25,700,4.7,"2,931","$72,563 "
2021,Mercedes-Benz,GLE 350 ,36,887,4.6,76,"$49,990 "
2023,Mercedes-Benz,GLC 300  4MATIC,3,230,4.6,800,"$52,996 "
2021,Mercedes-Benz,GLA 250,23,458,4.9,322,"$30,500 "
2020,Mercedes-Benz,GLE 350 ,32,418,4.3,"1,491","$45,651 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,13,446,4,50,"$32,962 "
2019,Mercedes-Benz,GLC 350e  4MATIC,65,199,4.8,"5,398","$25,894 "
2021,Mercedes-Benz,GLA 250  4MATIC,30,21,4.2,568,"$33,989 "
2021,Mercedes-Benz,CLA 250 ,33,375,4.8,"1,094","$28,998 "
2022,Mercedes-Benz,EQB 350  4MATIC,7,865,4.3,"1,491","$39,692 "
2021,Mercedes-Benz,A-Class A 220 4MATIC,24,251,4,67,"$30,986 "
2020,Mercedes-Benz,GLE 350  4MATIC,40,655,4.4,"1,870","$40,981 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,21,227,4.7,"1,424","$43,777 "
2023,Mercedes-Benz,EQS 450+ ,4,677,4.8,"2,059","$99,884 "
2021,Mercedes-Benz,GLE 350  4MATIC,32,976,4.3,443,"$42,250 "
2023,Mercedes-Benz,GLE 350 ,12,431,4.8,"5,398","$54,894 "
2024,Mercedes-Benz,GLE 350  4MATIC,1,752,4.4,"1,515","$66,777 "
2023,Mercedes-Benz,C-Class C 300,4,797,4.8,"5,398","$45,393 "
2024,Mercedes-Benz,AMG GLE 63 S,4,887,4.4,"1,870","$117,981 "
2023,Mercedes-Benz,S-Class S 500,11,466,4.8,899,"$97,973 "
2021,Mercedes-Benz,GLB 250  4MATIC,22,509,4.5,"2,465","$33,988 "
2024,Mercedes-Benz,GLE 350  4MATIC,3,33,4.6,"1,246","$64,777 "
2022,Mercedes-Benz,GLC 300  4MATIC,10,881,4.8,"1,354","$40,594 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,17,241,4.9,"2,375","$52,990 "
2020,Mercedes-Benz,A-Class A 220 4MATIC,29,293,4.3,"1,491","$28,818 "
2021,Mercedes-Benz,GLC 300 ,29,601,4.7,911,"$32,818 "
2022,Mercedes-Benz,GLC 300 ,16,292,4.7,"1,948","$35,500 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,24,404,4.8,186,"$31,500 "
2020,Mercedes-Benz,CLA 250  4MATIC,27,258,3.7,935,"$32,000 "
2021,Mercedes-Benz,CLA 250 ,28,209,4.6,981,"$29,999 "
2021,Mercedes-Benz,GLC 300 ,34,211,4.4,79,"$37,988 "
2024,Mercedes-Benz,AMG GLS 63  4MATIC,2,801,4.8,"2,002","$149,495 "
2020,Mercedes-Benz,GLB 250 ,68,208,4.2,"2,811","$26,995 "
2023,Mercedes-Benz,EQS 450  4MATIC,37,536,4.8,"1,729","$72,999 "
2019,Mercedes-Benz,GLC 350e  4MATIC,35,601,4.3,"1,152","$27,999 "
2021,Mercedes-Benz,GLC 300  4MATIC,29,854,4,386,"$36,958 "
2022,Mercedes-Benz,GLS 450 4MATIC,34,6,4.6,735,"$72,990 "
2020,Mercedes-Benz,GLC 300  4MATIC,45,852,4.4,79,"$33,988 "
2021,Mercedes-Benz,C-Class 4MATIC Sedan,33,984,4.5,949,"$33,390 "
2023,Mercedes-Benz,GLA 250 ,9,992,4.8,"5,398","$36,393 "
2019,Mercedes-Benz,C-Class 4MATIC,31,493,4.4,654,"$25,736 "
2020,Mercedes-Benz,CLS 450 ,50,728,4.4,"2,986","$40,490 "
2020,Mercedes-Benz,C-Class C 300,23,446,4.8,329,"$30,880 "
2023,Mercedes-Benz,GLB 250 ,11,204,4.7,"1,948","$41,000 "
2021,Mercedes-Benz,GLB 250 ,21,577,4.5,"1,102","$34,656 "
2023,Mercedes-Benz,AMG C 43  4MATIC,7,433,4,543,"$61,991 "
2022,Mercedes-Benz,E-Class E 350,3,71,4.7,"1,171","$45,990 "
2021,Mercedes-Benz,AMG GLC 43  4MATIC,15,697,4.3,"1,491","$48,043 "
2023,Mercedes-Benz,GLC 300  4MATIC,6,923,4.8,788,"$51,045 "
2022,Mercedes-Benz,GLC 300 ,10,679,4,15,"$39,672 "
2021,Mercedes-Benz,CLS 450  4MATIC,33,872,4.9,"7,140","$47,500 "
2021,Mercedes-Benz,A-Class A 220 4MATIC,30,512,3.4,"1,008","$31,998 "
2023,Mercedes-Benz,GLB 250  4MATIC,3,441,4.9,"2,783","$47,840 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,2,20,4.5,501,"$53,991 "
2021,Mercedes-Benz,GLC 300 ,22,377,4.7,911,"$34,409 "
2023,Mercedes-Benz,EQS 580  4MATIC,2,820,4.7,"1,239","$135,640 "
2023,Mercedes-Benz,EQB 300,1,500,4.9,848,"$53,342 "
2023,Mercedes-Benz,C-Class C 300,4,812,4.5,"1,050","$46,998 "
2023,Mercedes-Benz,AMG C 43  4MATIC,2,332,4.4,"2,963","$57,315 "
2024,Mercedes-Benz,AMG GLE 63 S,4,202,4.5,819,"$127,598 "
2024,Mercedes-Benz,GLE 450 Plug-In Hybrid  4MATIC,1,96,4.3,"1,152","$78,585 "
2021,Mercedes-Benz,AMG GT 43 ,36,22,4.8,"1,001","$72,895 "
2022,Mercedes-Benz,E-Class E 450 4MATIC,19,119,4.4,56,"$59,000 "
2024,Mercedes-Benz,AMG GLE 53 ,2,830,4.8,"2,059","$89,984 "
2023,Mercedes-Benz,GLB 250  4MATIC,3,868,4,649,"$45,950 "
2021,Mercedes-Benz,GLA 250  4MATIC,17,809,4.6,348,"$32,725 "
2022,Mercedes-Benz,GLC 300 ,14,822,4.6,"1,089","$39,991 "
2021,Mercedes-Benz,GLE 450 4MATIC,42,485,4.2,"2,867","$51,505 "
2023,Mercedes-Benz,CLA 250  4MATIC,27,167,5,"5,929","$38,798 "
2024,Mercedes-Benz,GLC 300  4MATIC,5,976,4,"3,563","$49,695 "
2023,Mercedes-Benz,AMG G 63 4MATIC,1,607,4.3,"1,491","$228,323 "
2023,Mercedes-Benz,GLB 250 ,5,574,4.8,"1,001","$43,149 "
2021,Mercedes-Benz,GLS 450 4MATIC,44,239,4.3,"1,647","$54,998 "
2023,Mercedes-Benz,E-Class E 350,9,204,4.8,"1,735","$67,750 "
2022,Mercedes-Benz,EQS 450+ ,1,117,4.8,"5,398","$65,893 "
2022,Mercedes-Benz,GLE 350  4MATIC,18,838,4.8,"1,729","$49,888 "
2022,Mercedes-Benz,GLE 350  4MATIC,11,15,4.5,819,"$55,998 "
2023,Mercedes-Benz,CLA 250  4MATIC,6,944,4.4,925,"$38,779 "
2020,Mercedes-Benz,AMG G 63 ,57,38,3.8,265,"$147,900 "
2021,Mercedes-Benz,GLB 250 ,33,460,4.8,"1,001","$30,383 "
2021,Mercedes-Benz,GLS 450 4MATIC,40,100,4.3,"1,647","$55,791 "
2021,Mercedes-Benz,GLB 250 ,32,910,4,"3,563","$31,145 "
2020,Mercedes-Benz,GLE 350  4MATIC,38,888,3.1,133,"$43,995 "
2023,Mercedes-Benz,CLA 250  4MATIC,9,161,4.6,304,"$41,800 "
2021,Mercedes-Benz,CLA 250  4MATIC,20,703,4,236,"$31,990 "
2023,Mercedes-Benz,GLB 250 ,6,405,4.6,981,"$42,999 "
2023,Mercedes-Benz,GLB 250  4MATIC,7,987,4.6,716,"$48,253 "
2023,Mercedes-Benz,CLA 250 ,5,279,4.8,"2,059","$43,884 "
2020,Mercedes-Benz,S-Class 4MATIC,33,594,4.3,112,"$52,887 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,24,682,4.8,752,"$32,988 "
2022,Mercedes-Benz,GLE 450 4MATIC,16,685,5,"4,823","$60,575 "
2023,Mercedes-Benz,GLS 580  4MATIC,0,894,4.7,"1,239","$99,999 "
2021,Mercedes-Benz,AMG GT 53 ,45,12,4.8,"2,059","$75,982 "
2023,Mercedes-Benz,CLA 250  4MATIC,3,969,4.7,"2,931","$40,777 "
2023,Mercedes-Benz,AMG GLE 63,13,739,4,50,"$112,999 "
2022,Mercedes-Benz,GLC 300  4MATIC,34,783,4.3,112,"$36,854 "
2023,Mercedes-Benz,S-Class S 580 4MATIC,10,800,4,"1,124","$115,991 "
2023,Mercedes-Benz,GLB 250  4MATIC,7,175,4.7,733,"$48,125 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,25,533,4.6,"1,276","$40,987 "
2020,Mercedes-Benz,GLB 250 ,54,151,4.9,"4,322","$26,988 "
2021,Mercedes-Benz,GLA 250  4MATIC,22,673,4.6,"3,258","$33,534 "
2020,Mercedes-Benz,A-Class 4MATIC,27,390,4.9,"2,506","$27,933 "
2022,Mercedes-Benz,GLC 300  4MATIC,14,821,4,236,"$39,490 "
2024,Mercedes-Benz,GLB 250 ,3,158,3.6,376,"$45,888 "
2020,Mercedes-Benz,GLB 250  4MATIC,17,450,2.9,607,"$30,000 "
2021,Mercedes-Benz,S-Class S 560 4MATIC,13,891,4,38,"$82,900 "
2024,Mercedes-Benz,GLC 300  4MATIC,4,605,4.5,843,"$53,555 "
2019,Mercedes-Benz,AMG GLC 43  4MATIC,27,500,4.5,"1,334","$40,499 "
2023,Mercedes-Benz,EQE 350+ ,9,761,4.6,"1,915","$68,777 "
2023,Mercedes-Benz,S-Class S 500 4MATIC,5,305,4.4,"1,096","$104,992 "
2021,Mercedes-Benz,GLS 450 4MATIC,33,569,4.3,"1,647","$56,705 "
2019,Mercedes-Benz,E-Class E 300,14,721,4.6,"5,510","$33,960 "
2020,Mercedes-Benz,GLB 250 ,33,787,4.4,654,"$30,595 "
2021,Mercedes-Benz,GLB 250 ,15,173,4.8,"2,002","$32,933 "
2021,Mercedes-Benz,GLS 580  4MATIC,50,979,4.5,843,"$61,844 "
2018,Mercedes-Benz,AMG C 43  4MATIC,20,340,4.4,"1,231","$36,784 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,27,979,4.9,"2,118","$34,900 "
2023,Mercedes-Benz,C-Class C 300,10,43,4.7,"1,948","$44,000 "
2021,Mercedes-Benz,C-Class 4MATIC Sedan,30,932,4.4,654,"$31,707 "
2020,Mercedes-Benz,GLE 350 ,48,300,5,"2,881","$42,998 "
2020,Mercedes-Benz,GLC 300 ,32,55,4.6,"1,847","$31,750 "
2024,Mercedes-Benz,GLS 450 4MATIC,3,873,4.8,527,"$84,000 "
2023,Mercedes-Benz,EQB 250 ,1,403,4,50,"$53,299 "
2023,Mercedes-Benz,CLA 250 ,13,682,4.6,"1,915","$40,777 "
2021,Mercedes-Benz,GLA 250 ,27,110,4.8,"2,002","$29,933 "
2021,Mercedes-Benz,A-Class A 220,8,675,4.3,"1,491","$33,555 "
2023,Mercedes-Benz,GLB 250  4MATIC,5,275,3.9,"1,800","$52,905 "
2021,Mercedes-Benz,GLB 250  4MATIC,12,884,4.6,981,"$34,888 "
2022,Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,6,218,4.7,192,"$55,901 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,9,566,4.3,443,"$44,000 "
2023,Mercedes-Benz,GLC 300 4MATIC,10,97,4,79,"$49,480 "
2021,Mercedes-Benz,E-Class E 350,23,788,4.7,318,"$40,385 "
2019,Mercedes-Benz,C-Class C 300,37,143,4.4,"1,838","$27,996 "
2023,Mercedes-Benz,GLE 450 4MATIC,9,836,4.4,"1,038","$73,478 "
2021,Mercedes-Benz,GLA 250  4MATIC,5,970,4.9,328,"$33,498 "
2023,Mercedes-Benz,CLA 250  4MATIC,7,906,4.4,925,"$38,998 "
2022,Mercedes-Benz,CLA 250 ,21,743,4.4,"1,038","$37,918 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,34,989,4,1,"$32,544 "
2021,Mercedes-Benz,E-Class E 350,14,564,4.6,827,"$41,863 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,34,18,5,"1,502","$36,990 "
2021,Mercedes-Benz,GLC 300 4MATIC Coupe,29,337,4.6,735,"$46,545 "
2021,Mercedes-Benz,GLC 300 ,16,745,4.8,899,"$39,997 "
2021,Mercedes-Benz,AMG C 43  4MATIC,43,171,4.8,"2,468","$40,982 "
2022,Mercedes-Benz,CLA 250 ,28,1,4.4,"1,038","$37,916 "
2021,Mercedes-Benz,GLS 450 4MATIC,29,54,4.3,"1,647","$61,291 "
2023,Mercedes-Benz,GLB 250 ,55,949,4,15,"$34,444 "
2019,Mercedes-Benz,AMG G 63 ,58,797,4.3,"1,491","$150,299 "
2023,Mercedes-Benz,GLC 300,8,680,4,0,"$52,989 "
2022,Mercedes-Benz,GLC 300 ,16,498,4.9,"4,585","$38,000 "
2021,Mercedes-Benz,GLC 300  4MATIC,28,566,4.6,"1,847","$63,750 "
2021,Mercedes-Benz,CLS 450 ,36,728,4.5,"2,057","$45,822 "
2019,Mercedes-Benz,GLC 300  4MATIC,59,913,4,1,"$25,200 "
2021,Mercedes-Benz,CLS 450 ,23,325,3.1,94,"$50,997 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,1,624,4.2,568,"$49,989 "
2021,Mercedes-Benz,GLA 250 ,29,156,3.6,"1,405","$34,991 "
2023,Mercedes-Benz,GLB 250  4MATIC,3,755,3.9,"1,800","$46,900 "
2021,Mercedes-Benz,GLA 250 ,36,609,4.8,"2,059","$29,584 "
2022,Mercedes-Benz,GLA 250  4MATIC,10,752,4.5,450,"$34,895 "
2017,Mercedes-Benz,E-Class E 300,80,457,4,1,"$19,677 "
2023,Mercedes-Benz,G-Class,12,92,4.9,"2,350","$163,998 "
2023,Mercedes-Benz,CLA 250  4MATIC,7,42,4.4,925,"$38,794 "
2021,Mercedes-Benz,GLA 250  4MATIC,22,106,4.7,285,"$31,998 "
2021,Mercedes-Benz,AMG GLE 63 S-Model 4MATIC,21,454,4.8,"2,002","$88,933 "
2024,Mercedes-Benz,C-Class C 300,5,329,4.7,775,"$45,977 "
2021,Mercedes-Benz,GLB 250 ,39,682,4.5,"1,926","$30,490 "
2022,Mercedes-Benz,EQS 450+ ,29,259,4.7,733,"$52,995 "
2020,Mercedes-Benz,E-Class E 450 4MATIC,45,813,4,79,"$38,780 "
2020,Mercedes-Benz,CLS 450  4MATIC,34,880,4.9,"2,516","$47,995 "
2022,Mercedes-Benz,CLS 450  4MATIC,15,847,3.6,"1,405","$65,991 "
2024,Mercedes-Benz,GLS 450 4MATIC,2,608,4.8,527,"$94,000 "
2023,Mercedes-Benz,CLS 450  4MATIC,30,387,4.8,"2,059","$65,480 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,17,319,4.6,"1,276","$31,379 "
2022,Mercedes-Benz,E-Class E 350 4MATIC,10,498,4.9,"4,585","$46,500 "
2021,Mercedes-Benz,GLC 300 ,25,215,4.8,"2,002","$33,933 "
2020,Mercedes-Benz,GLC 300  4MATIC,38,195,4.3,133,"$34,890 "
2020,Mercedes-Benz,AMG GT ,26,83,4,1000,"$71,998 "
2020,Mercedes-Benz,AMG GT C,10,629,4.6,76,"$116,991 "
2023,Mercedes-Benz,CLA 250  4MATIC,3,722,3.9,"1,800","$43,900 "
2021,Mercedes-Benz,E-Class E 450 4MATIC,11,26,4.9,"4,585","$60,000 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,589,3.9,"1,800","$46,900 "
2023,Mercedes-Benz,S-Class S 500 4MATIC,12,68,4.7,318,"$89,585 "
2023,Mercedes-Benz,G-Class G 550 4MATIC,7,815,5,"2,881","$173,998 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,879,4.9,"3,222","$40,525 "
2020,Mercedes-Benz,A-Class A 220,19,306,4.5,344,"$29,950 "
2022,Mercedes-Benz,GLE 350  4MATIC,8,555,4.8,"2,195","$60,805 "
2023,Mercedes-Benz,CLA 250  4MATIC,5,141,4.8,"1,291","$37,999 "
2023,Mercedes-Benz,GLA 250  4MATIC,4,959,4.9,"2,375","$39,390 "
2020,Mercedes-Benz,E-Class E 350 4MATIC,33,322,4,79,"$35,780 "
2022,Mercedes-Benz,GLC 300,8,472,4,5,"$39,862 "
2022,Mercedes-Benz,GLE 350  4MATIC,13,825,4.9,"3,222","$54,991 "
2021,Mercedes-Benz,GLC 300 ,49,968,4.8,"5,398","$29,894 "
2021,Mercedes-Benz,GLC 300 4MATIC Coupe,20,82,4.8,"1,354","$43,993 "
2021,Mercedes-Benz,AMG GLE 53 4MATIC Coupe,31,307,4.4,189,"$72,999 "
2021,Mercedes-Benz,GLA 250  4MATIC,26,434,4.7,285,"$30,834 "
2021,Mercedes-Benz,GLA 250  4MATIC,19,756,4.9,328,"$31,998 "
2022,Mercedes-Benz,AMG G 63 4MATIC,9,709,4.5,97,"$209,991 "
2023,Mercedes-Benz,GLB 250 ,4,266,4.8,"5,398","$43,893 "
2023,Mercedes-Benz,GLA 250  4MATIC,8,685,4,27,"$44,965 "
2020,Mercedes-Benz,GLC 300  4MATIC,25,702,4.6,800,"$59,993 "
2021,Mercedes-Benz,E-Class E 450 4MATIC,19,291,4.6,"1,276","$49,741 "
2023,Mercedes-Benz,GLC 300  4MATIC,8,412,4.8,823,"$52,900 "
2023,Mercedes-Benz,GLC 300  4MATIC,7,460,4.9,"2,506","$48,499 "
2021,Mercedes-Benz,E-Class E 450 4MATIC,21,953,4.6,"5,510","$48,890 "
2021,Mercedes-Benz,E-Class E 450 4MATIC,21,953,4.6,"5,510","$48,890 "
2020,Mercedes-Benz,GLB 250  4MATIC,38,991,4.7,285,"$29,524 "
2020,Mercedes-Benz,GLE 350 ,60,272,4.4,"1,231","$32,998 "
2020,Mercedes-Benz,GLC 300 4MATIC Coupe,45,570,4.6,"1,171","$37,840 "
2021,Mercedes-Benz,E-Class E 350,26,375,4.9,"4,585","$40,000 "
2020,Mercedes-Benz,GLE 350,35,901,4.4,79,"$47,588 "
2020,Mercedes-Benz,GLC 300  4MATIC,27,507,4,64,"$33,870 "
2023,Mercedes-Benz,GLA 250 ,15,8,4.2,568,"$37,989 "
2023,Mercedes-Benz,GLA 250 ,19,652,4.8,"2,195","$36,992 "
2022,Mercedes-Benz,GLE 450,19,302,4,24,"$59,995 "
2023,Mercedes-Benz,AMG GLB 35 ,9,958,4.8,"1,354","$51,994 "
2023,Mercedes-Benz,GLC 300  4MATIC,12,283,4.6,"1,915","$47,777 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,7,332,4.2,568,"$48,989 "
2022,Mercedes-Benz,GLE 350  4MATIC,15,637,4.3,"1,152","$49,987 "
2021,Mercedes-Benz,AMG GLE 53 ,31,835,4.9,"2,501","$72,661 "
2020,Mercedes-Benz,GLC 300  4MATIC,13,173,4.7,192,"$37,813 "
2023,Mercedes-Benz,AMG GLE 53 ,18,778,4.6,"1,246","$79,990 "
2021,Mercedes-Benz,GLB 250  4MATIC,26,928,4.8,752,"$34,988 "
2024,Mercedes-Benz,C-Class C 300,9,796,4.9,"1,405","$49,900 "
2023,Mercedes-Benz,EQE 350  4MATIC,4,917,4,"3,563","$72,374 "
2021,Mercedes-Benz,GLA 250  4MATIC,28,678,4,0,"$28,860 "
2020,Mercedes-Benz,C-Class C 300,29,868,4,2,"$29,998 "
2023,Mercedes-Benz,C-Class C 300,12,655,4,2,"$44,834 "
2023,Mercedes-Benz,E-Class E 450 4MATIC,4,156,2.9,607,"$70,065 "
2023,Mercedes-Benz,EQS 580 4MATIC,13,145,2.7,59,"$97,000 "
